name,address,city,province,zip,country,listing_price,num_of_bathroom,num_of_bedroom,num_of_view,size
Beatriz Littrick,13736 Garrison Circle,Delta,BC,O7Q 4A4,Canada,1012725,4,8,1564,4056
Amalita Peasegood,25056 Dexter Hill,Langley,BC,H9P 6D0,Canada,2770356,8,5,1448,4225
Blanca Puckrin,549 Hazelcrest Center,Surrey,BC,S2M 4R6,Canada,612469,1,8,3037,2964
Bettina Ollivier,13115 Towne Trail,Kamloops,BC,B2F 2H1,Canada,1832966,1,7,246,4391
Valentia Oboy,2 Monument Drive,Victoria,BC,N4U 6K6,Canada,724106,6,2,2226,3463
Curt Toller,26 Upham Pass,Burnaby,BC,C0N 6J5,Canada,1585799,5,7,609,2723
Dolorita Emsden,89 Judy Pass,Abbotsford,BC,J6F 7J4,Canada,2183198,1,3,2172,3207
Jose Steljes,36445 Schiller Way,Delta,BC,X0O 1A2,Canada,928443,5,6,1701,2025
Clementius Spaughton,25 Aberg Place,Coquitlam,BC,F2N 6P4,Canada,2338282,4,7,3007,1018
Ezechiel Bleything,910 Shelley Place,Maple Ridge,BC,L3Z 4Y4,Canada,2301708,1,2,837,4325
Olivero Questier,84 Steensland Pass,New Westminster,BC,T0C 7I4,Canada,750568,4,0,2602,2065
Cleopatra O'Cannon,0518 Melby Parkway,New Westminster,BC,Z3G 1A1,Canada,2118251,7,2,2161,683
Perren Simak,7924 South Place,Kamloops,BC,V2I 7E8,Canada,2756953,3,5,2648,4854
Gamaliel Waiting,46779 Tony Circle,Richmond,BC,I1A 2Y4,Canada,3143686,2,8,58,2228
Griff Ioselev,8823 Leroy Trail,Vernon,BC,P9F 8S3,Canada,2306652,8,2,773,4213
Almeria Ivatts,9 Roth Circle,Prince George,BC,F6H 0L4,Canada,2079150,7,3,1391,1995
Florella Costelloe,8163 Shopko Drive,New Westminster,BC,A2Z 5F1,Canada,1767914,1,5,2519,3840
Myrah Jenik,99835 Logan Pass,Delta,BC,Q3H 0X0,Canada,1313050,3,3,134,3188
Lilly Lilliman,42028 Fairview Plaza,Nanaimo,BC,T0V 4P3,Canada,1777710,1,1,1487,2713
Kassia Swanger,922 Logan Way,Kelowna,BC,S5X 6D9,Canada,3038091,6,6,216,498
Sarah Davidoff,1565 Westend Circle,Surrey,BC,O3C 7J9,Canada,1573005,1,7,2958,4670
Burr Semkins,775 Beilfuss Crossing,Surrey,BC,Q6Q 9O4,Canada,2574069,8,4,2695,2440
Benedict Farnall,53587 Delladonna Parkway,Abbotsford,BC,E7Q 8V4,Canada,603241,2,4,769,4453
Elliot Perry,76573 Jay Parkway,Coquitlam,BC,Z2J 6N2,Canada,1467223,2,5,1649,1638
Francene Andreacci,7186 Bellgrove Court,Chilliwack,BC,R0W 6I7,Canada,490072,8,0,964,2695
Rickie Kinmond,9 Debs Crossing,Delta,BC,Z6K 4V0,Canada,1884367,2,5,356,2715
Sheree Girardi,236 Grayhawk Plaza,Maple Ridge,BC,X4A 2O0,Canada,2689746,1,2,618,1514
Rock Huckabe,90 Pawling Place,Chilliwack,BC,V7Q 9L3,Canada,1609496,2,5,3215,1038
Nanny Magor,932 Brickson Park Crossing,New Westminster,BC,Z1I 0U3,Canada,922987,4,2,1052,1616
Cookie Kleynermans,97 Helena Place,Surrey,BC,J8M 4T2,Canada,1041586,1,8,2910,1632
Zita Parkeson,6 Summer Ridge Lane,Kamloops,BC,E1P 8N7,Canada,856758,0,8,2627,4067
Anabelle Lampkin,4 Eliot Drive,Kelowna,BC,H7O 0B8,Canada,657237,1,3,2213,2677
Wynnie Fossitt,82146 Londonderry Lane,Burnaby,BC,F5T 6K6,Canada,2474151,3,6,2604,4729
Bea Algar,135 Hanson Hill,Victoria,BC,E9T 8S4,Canada,531880,2,2,2012,3262
Kerrill Gindghill,8 High Crossing Road,Langley,BC,R5J 3J8,Canada,3161361,3,2,2761,1058
Celia Bollins,231 Manufacturers Circle,Vancouver,BC,I9O 1M8,Canada,644817,5,5,481,3993
Denys Hatchett,24 Luster Crossing,Nanaimo,BC,X8R 3X0,Canada,645790,0,7,2512,4236
Gertie Libbe,1027 Washington Plaza,Abbotsford,BC,T1U 7I1,Canada,779851,7,4,3050,3919
Andromache Cunnow,7217 Tomscot Junction,Nanaimo,BC,Q1F 9I0,Canada,2675500,0,6,1215,3849
Gusty Headech,6 7th Trail,Delta,BC,G9T 5X4,Canada,1002007,3,7,533,4087
Demeter Tompkinson,20785 Forest Parkway,Abbotsford,BC,C4I 6S1,Canada,3164126,5,8,3374,2908
Dimitry Sodo,81487 Dapin Street,Nanaimo,BC,F4R 6J1,Canada,1843854,6,2,1973,3749
Jackie Klulicek,5 Harbort Street,Maple Ridge,BC,A0Y 8Y5,Canada,975309,7,5,264,4884
Christabel Cleverly,5002 Orin Street,Vancouver,BC,Q5B 6V1,Canada,1608442,0,0,1058,1447
Dulce Jobb,13718 Prairieview Terrace,Prince George,BC,G4J 6Z0,Canada,2258367,2,1,409,1932
Atalanta Pettisall,450 Bobwhite Point,Victoria,BC,Y9H 0J8,Canada,2226918,8,6,144,4842
Modestia Dickons,2074 Hanson Alley,Richmond,BC,P3Z 7G1,Canada,1113023,0,8,1910,2569
Pierson Sparshott,5 Dawn Trail,New Westminster,BC,L9C 9Q4,Canada,1051636,5,1,2581,1484
Nickolai Faires,053 Arkansas Lane,Richmond,BC,S3V 5S9,Canada,2454051,4,2,2251,3261
Geordie Lorriman,26444 Utah Park,Burnaby,BC,E9D 9C9,Canada,1273499,1,3,2919,1897
Johan Jeune,43 Bunting Junction,Chilliwack,BC,F1G 9L0,Canada,1226494,3,3,516,1348
Ilene Pelz,7365 Evergreen Center,Victoria,BC,X9I 1L0,Canada,1387013,6,8,2384,4781
Sophia Sparshutt,57 Grim Terrace,Delta,BC,R1P 3B1,Canada,2904714,8,6,2754,2757
Niki Licari,731 Golf View Avenue,Burnaby,BC,C5Q 5C0,Canada,2595933,1,3,73,1286
Lorene Raisher,3541 3rd Road,Kamloops,BC,Q3Y 0G4,Canada,1199103,3,2,140,1596
Abba McGinn,8 Hoepker Alley,Surrey,BC,A0Q 8D6,Canada,2192915,7,6,744,4727
Harbert Mussared,456 Eagan Crossing,Coquitlam,BC,B1M 2J1,Canada,660661,0,6,460,4202
Gwenny Player,1893 Duke Junction,Delta,BC,T8U 6H3,Canada,2578323,0,4,442,4487
Kathryne Hardaway,83972 Springview Place,Chilliwack,BC,L4N 1A8,Canada,2443600,1,3,11,2380
Becky Charlson,5 Calypso Drive,Delta,BC,M4C 6O7,Canada,1716862,3,1,2617,2277
Kalie Goosey,7109 Londonderry Way,Richmond,BC,F8R 1S4,Canada,2027001,1,1,1005,2663
Thacher Bason,66 2nd Way,Prince George,BC,Z5B 9O9,Canada,2058391,3,8,1230,2904
Aldric Brimicombe,0 Prairieview Place,Delta,BC,X0I 5D0,Canada,2052025,3,1,2270,2940
Annalise Burgen,970 Sachs Junction,Abbotsford,BC,W9O 5H2,Canada,2900935,8,7,1025,3050
Sadella Scallon,6339 7th Plaza,Chilliwack,BC,P5C 2M7,Canada,430642,6,2,1412,1790
Yvette Ganforth,8777 Blue Bill Park Plaza,Kamloops,BC,O5D 4C1,Canada,1489890,6,1,2269,2394
Ernesto Janatka,2 Erie Parkway,Burnaby,BC,M9F 2N0,Canada,3097085,6,5,3390,1136
Elka Domnin,62893 Manitowish Junction,Vernon,BC,Z5C 2F0,Canada,1799143,4,7,594,1127
Jeannine Toten,39 Fallview Point,Kamloops,BC,Y1K 5K2,Canada,2356017,2,7,415,4085
Dalt Braid,102 Springs Center,Vernon,BC,S3A 2Q1,Canada,2758281,2,4,111,3023
Melisande Olexa,3 Susan Drive,Vancouver,BC,K7J 4X5,Canada,2387216,1,5,2452,3648
Mufinella Hynd,90538 Meadow Vale Trail,New Westminster,BC,Z2D 5G2,Canada,258514,4,6,3035,1229
Clarine Edworthie,11286 Anniversary Plaza,Chilliwack,BC,M2M 2S4,Canada,1932767,2,8,2566,1489
Carry Passo,5 Menomonie Junction,Chilliwack,BC,G1J 4O5,Canada,1485687,0,6,527,3515
Skippie Ferrone,6464 Harbort Plaza,Kamloops,BC,O0X 1U8,Canada,2489346,6,7,2786,2284
Rivkah Pracy,0510 Fisk Hill,Vernon,BC,E8B 1T5,Canada,2633378,6,3,2729,4243
Winthrop Hamberstone,656 Canary Circle,New Westminster,BC,S9C 8Y6,Canada,807844,8,0,1047,2855
Monah Edney,64168 Rigney Junction,Maple Ridge,BC,O7F 6J3,Canada,2106329,2,4,2695,4526
Arielle Himpson,7339 Melrose Junction,Kelowna,BC,Y0N 7Q2,Canada,672363,5,0,1307,606
Urban Baudi,1 Emmet Pass,Maple Ridge,BC,M0Y 1V2,Canada,866956,8,0,2991,1328
Justinn Hunday,5 Miller Lane,Vernon,BC,T6Y 7J6,Canada,559263,5,1,3235,4409
Efren Stringfellow,33833 Ruskin Trail,Kelowna,BC,U0Q 1E6,Canada,1008617,1,2,923,1323
Shauna Windows,9609 Summerview Lane,Abbotsford,BC,K0L 5Y1,Canada,2181693,8,6,1719,3238
Nanine Coyne,13893 Jenifer Street,Richmond,BC,D8I 1B7,Canada,1117195,3,4,2547,1676
Mariele Mateus,49816 Clyde Gallagher Street,Vernon,BC,N8T 0C8,Canada,2846404,2,7,267,2987
Nanice Ludye,5577 Crest Line Hill,Burnaby,BC,J2C 0S2,Canada,1518531,8,8,1848,1754
Kassey Castagnasso,6 Lunder Park,Kelowna,BC,T3O 1R9,Canada,1617339,4,4,350,1532
Sheff Attwood,88128 Northport Park,New Westminster,BC,N2J 1H8,Canada,1885867,3,5,3362,1934
Minni Olivari,4 Buena Vista Street,Nanaimo,BC,O9C 5R0,Canada,272018,1,5,2927,2691
Elva Stileman,03 Hollow Ridge Avenue,Kamloops,BC,S7H 4I8,Canada,2762768,8,7,3068,2620
Netta Ashelford,493 Vera Point,Vernon,BC,H3J 2Z8,Canada,1938523,6,5,1763,435
Hewet Shewery,3064 American Court,Kamloops,BC,M9Z 0S9,Canada,414406,6,6,63,4892
Moll Behnke,241 Sage Court,Abbotsford,BC,A9I 2R0,Canada,620474,3,8,856,4998
Glynis O'Duggan,802 Old Gate Park,Coquitlam,BC,O5W 0M9,Canada,1061171,4,4,123,4626
Nikos Krzysztof,6 Mandrake Lane,Vancouver,BC,C9S 2E0,Canada,2241273,2,2,2949,3772
Burt Cuddy,51598 Granby Place,Coquitlam,BC,M1U 7Z5,Canada,424132,4,1,1487,3800
Bernarr Davson,23 Sommers Alley,Prince George,BC,M8U 0O0,Canada,2879383,1,8,2096,3051
Janette Bathurst,571 Bartillon Crossing,Burnaby,BC,Z9J 7H5,Canada,942097,2,3,3014,2022
Keelby Andrasch,5915 Vidon Plaza,Victoria,BC,E7G 1L1,Canada,2723699,0,1,489,3875
Lauraine Buntin,60005 Warbler Alley,Kamloops,BC,X0D 5C5,Canada,3183456,7,6,685,3543
Marcellus Klagge,797 Gale Circle,Langley,BC,X0J 4R2,Canada,1062763,3,3,311,2511
Kathleen Garratty,6 Dayton Road,Kamloops,BC,I1H 5W6,Canada,320571,3,5,1898,1265
Culver Duesberry,76 Merrick Street,Vernon,BC,M7K 3V7,Canada,1249937,0,0,1717,3065
Sancho Mattusevich,6348 Roxbury Point,Richmond,BC,O0T 6L5,Canada,1430327,4,2,1317,3576
Jess Lyptrit,91 Mccormick Alley,Langley,BC,Q0A 1U8,Canada,1137064,8,0,3107,734
Budd Hendriksen,32 Becker Circle,New Westminster,BC,I2V 4B9,Canada,1738928,6,8,3209,931
Heinrick Sare,30230 Summit Hill,Langley,BC,U8F 9J6,Canada,1541386,2,3,1461,4201
Nana Partlett,7875 Redwing Junction,Richmond,BC,W9X 7A3,Canada,2456951,0,8,2752,4182
Heida de la Valette Parisot,6801 Ridgeway Plaza,New Westminster,BC,E5E 1J0,Canada,348381,5,6,2573,3060
Cedric Corter,90916 Kings Pass,Chilliwack,BC,P4Z 1K9,Canada,2340808,0,2,1767,3210
Prinz McEntagart,2840 Pennsylvania Drive,Chilliwack,BC,P9F 7K1,Canada,2585872,1,1,96,1563
Erda Skamell,0 Cody Plaza,Vernon,BC,A9W 0G1,Canada,1474119,8,7,1622,1566
Meris Blanket,3838 American Junction,Surrey,BC,L4A 1K3,Canada,3104961,1,3,2348,1777
Amelia Douglass,652 Dahle Parkway,Maple Ridge,BC,A2U 9K4,Canada,237446,6,7,751,1580
Hermann Gollop,52 Raven Park,Burnaby,BC,P9U 0R6,Canada,1386636,4,6,2141,2774
Kerwinn Chesters,8 Bluestem Lane,Coquitlam,BC,N7N 9I9,Canada,235920,2,7,1462,1801
Sharity Stout,30 Morning Crossing,Kelowna,BC,C3G 6O5,Canada,1340427,6,7,2655,358
Raimundo Alchin,9 Pankratz Junction,Vancouver,BC,F1X 0L4,Canada,2868426,7,2,2964,2926
Shaylyn Tace,3479 Roxbury Lane,Abbotsford,BC,L0H 7D8,Canada,1691911,6,3,2528,4636
Decca Furze,86340 Autumn Leaf Center,Richmond,BC,R9Y 7A1,Canada,505061,8,5,2851,2683
Dar Hawke,3 Scoville Parkway,Kamloops,BC,K1Y 8N7,Canada,1458637,8,8,944,2210
Ivie Bowering,5 Lotheville Alley,Prince George,BC,X5N 8Q1,Canada,2388900,4,6,2364,2238
Manuel Spon,04707 Logan Pass,Delta,BC,D5D 9Q5,Canada,1123024,0,8,2436,4987
Willi Garken,76291 Hooker Alley,Burnaby,BC,X7T 5M5,Canada,2960536,0,5,2285,2406
Bailie Nuscha,009 Bobwhite Point,Delta,BC,A6B 1V2,Canada,3086031,5,1,780,3984
Shandee Rainsden,54400 Longview Point,Vernon,BC,X4K 2I1,Canada,1788443,8,4,2959,394
Lindie Orehead,89587 Menomonie Lane,Maple Ridge,BC,H7D 2D1,Canada,3180427,1,2,359,3330
Tremayne Napoleon,092 Old Gate Crossing,Victoria,BC,G7I 3O1,Canada,2817517,1,3,635,2706
Edik Le Page,3 Norway Maple Crossing,Delta,BC,B3S 3J3,Canada,1838859,5,3,1641,1482
Brew Habbeshaw,7251 Coolidge Point,Surrey,BC,I5Q 2T1,Canada,2748575,2,6,1714,3183
Enrika Cope,1788 Express Plaza,Vernon,BC,E5Y 8X7,Canada,2505088,8,0,3084,2338
Ursulina Redfern,7665 Briar Crest Lane,Victoria,BC,C4S 0J2,Canada,2592592,3,2,1801,493
Avivah Glossop,6 Mallory Street,Nanaimo,BC,A0H 1S7,Canada,2409061,0,5,1268,3008
Gustaf Urion,9 Glendale Circle,Richmond,BC,W9D 0P1,Canada,2827443,5,2,1745,3600
Elene Coye,19417 Westport Court,Kelowna,BC,Z4C 1L3,Canada,1041434,6,0,2376,4538
Briano de Aguirre,5 Truax Road,Langley,BC,Y1W 2W6,Canada,1348801,2,6,1625,3366
Pasquale Redmayne,7 Dovetail Court,Abbotsford,BC,R4U 7H6,Canada,2054800,1,6,709,1940
Dulsea Hancill,11 Alpine Road,Abbotsford,BC,J5Q 0U7,Canada,2094253,6,4,2376,4215
Pate Videneev,82060 Towne Road,Victoria,BC,O0X 8F1,Canada,2099630,7,3,1211,2957
Carney Helstrip,29213 Forest Run Court,Victoria,BC,E6E 3Y3,Canada,455999,6,1,598,4707
Adriaens Kenshole,85 Truax Terrace,Burnaby,BC,V2T 0R9,Canada,3102895,3,2,1579,659
Rawley Gellan,13 Petterle Place,Langley,BC,H9A 3W6,Canada,474641,5,8,973,2135
Legra Wyllcock,3 Spohn Trail,Vancouver,BC,M7E 9G5,Canada,1872877,5,6,1955,4530
Anestassia Puckett,27784 Mallard Trail,Maple Ridge,BC,S6S 6S1,Canada,2727590,7,3,2680,1712
Ashlie Menichelli,9 Nevada Lane,Nanaimo,BC,V1P 8B2,Canada,1463488,2,2,284,2519
Karil Heardman,585 Fulton Court,Kelowna,BC,L0B 9W8,Canada,400195,8,7,1704,3661
Annadiane Parrin,00 Thompson Point,Prince George,BC,K3W 0L7,Canada,776554,3,0,668,3490
Dougie Bruckmann,66 Fairfield Way,Kelowna,BC,Q4B 6M3,Canada,1695680,3,0,315,1198
Tobi Madrell,55270 Barby Street,Vernon,BC,T0F 6X4,Canada,828193,6,7,1681,3368
Freddie Costerd,38760 Hollow Ridge Place,Nanaimo,BC,N9L 0R4,Canada,3006884,2,1,2385,3197
Coleman Clitheroe,079 Hanover Court,Kamloops,BC,K3W 9K8,Canada,578342,5,1,847,2784
Vernice Culverhouse,317 Meadow Valley Road,Nanaimo,BC,W5S 1E8,Canada,2301980,5,6,873,3225
Fraze Screeton,0 Briar Crest Parkway,Vernon,BC,C1J 7M5,Canada,2920705,7,0,915,4517
Kareem Grouer,58582 Orin Street,New Westminster,BC,J9N 0E3,Canada,1936221,2,1,1459,2558
Mead Matchitt,249 Upham Park,Burnaby,BC,T8I 2S7,Canada,1224027,4,5,3271,3668
Ciel Form,1207 Gulseth Terrace,Coquitlam,BC,X8B 6Z4,Canada,1833696,5,6,384,823
Catrina Pittem,78 Roxbury Park,Kamloops,BC,R0L 6P3,Canada,1741787,3,8,644,874
Grover Ramel,90 Graceland Avenue,Richmond,BC,A1X 8G8,Canada,950135,1,2,1574,672
Elladine Dewes,91296 Leroy Road,New Westminster,BC,N9U 3Y9,Canada,2178799,7,7,2074,3507
Stacy Lafferty,82655 Bay Way,Langley,BC,A1I 3H7,Canada,1380064,0,1,2868,3543
Kristal Fullalove,8965 Bunker Hill Way,Abbotsford,BC,O9G 4W4,Canada,3188151,3,3,1615,2753
Sindee Bradburn,5146 Menomonie Way,Surrey,BC,K3L 4J1,Canada,923788,2,8,2302,863
Allina Stickel,0 Mendota Street,Burnaby,BC,X0O 7R5,Canada,735715,1,6,1272,1817
Orran Pennycock,762 Mallory Road,Victoria,BC,A0H 8O4,Canada,3111304,3,8,2667,3624
Cherish Wyard,388 Huxley Place,Coquitlam,BC,S0P 0F4,Canada,3125307,1,4,2395,4330
Chico Withams,95 Vidon Parkway,Coquitlam,BC,V1I 2U5,Canada,1809562,5,1,3405,1500
Anette Edgworth,7 David Junction,Vancouver,BC,V3X 5Q1,Canada,1595797,7,0,1995,1448
Gerrie Wimms,790 Dwight Street,Abbotsford,BC,X5T 1Q1,Canada,601303,0,2,1647,2061
Elisha Rawlin,71 Forest Run Park,Maple Ridge,BC,X2B 6M6,Canada,702293,7,0,3416,4903
Tailor Maceur,18580 Heath Hill,Kamloops,BC,D1L 5E7,Canada,583327,3,7,2525,941
Ginger Bristowe,3 Scoville Avenue,New Westminster,BC,U6L 7R5,Canada,760063,1,5,520,2287
Ode Wasylkiewicz,752 Cody Pass,Burnaby,BC,R6N 9L4,Canada,3130011,5,4,2076,3316
Ham Wickersley,82138 Fremont Park,Vancouver,BC,H9G 3V0,Canada,1173506,8,8,157,1886
Ketty Skeat,1513 Macpherson Alley,Kamloops,BC,R9W 2N5,Canada,995748,0,4,2790,3232
Orsola Newrick,97 Norway Maple Pass,Kamloops,BC,A9H 9P3,Canada,3139659,8,7,464,1370
Clark Coneybeare,2 Truax Road,New Westminster,BC,U4E 0Y2,Canada,550706,0,2,3015,1908
Shellysheldon Rosengren,284 Debra Drive,Kelowna,BC,S2O 6U4,Canada,2609622,3,6,1600,4559
Gisela De Bruin,002 Ilene Trail,Victoria,BC,J5H 1O9,Canada,1368867,4,5,793,3671
Heath Eldershaw,54 Grim Center,Langley,BC,K4Y 5S9,Canada,1390255,7,6,2001,950
Gussie Esposita,372 Merrick Alley,Kamloops,BC,Q0N 2G4,Canada,1742031,2,5,1063,715
Garnette Kunat,17661 Artisan Crossing,Burnaby,BC,W6W 7R9,Canada,3049019,1,1,1738,4246
Thalia Dillinton,5 Corben Junction,Kamloops,BC,D7A 5S4,Canada,1812653,5,4,1356,2430
Jonathon Kerrich,35 Lakewood Park,Vancouver,BC,M4D 4W6,Canada,1576754,8,5,1385,4851
Pansy Knightly,8452 Sunfield Crossing,Burnaby,BC,F8F 4G8,Canada,777400,1,2,2434,4026
Leia Dunderdale,17324 Dayton Avenue,Chilliwack,BC,U8D 3E7,Canada,3152499,7,5,2766,4822
Franky Rapley,191 Vernon Street,New Westminster,BC,V1S 5E3,Canada,431320,4,8,1374,4300
Rick Ondrousek,22012 Forest Run Crossing,Langley,BC,Q6W 4G9,Canada,858396,6,6,2676,3270
Carol Dolbey,9 Oak Valley Trail,Nanaimo,BC,X3D 1J6,Canada,2710664,6,8,1276,1129
Katee Wybourne,12 Browning Lane,Vernon,BC,I8F 3J2,Canada,1009845,8,4,1719,4731
Callean Trasler,04215 Eagle Crest Alley,Surrey,BC,V9K 6N5,Canada,836594,5,1,815,2983
Mathe Keddey,4 Harper Trail,Richmond,BC,N6N 3V2,Canada,2871624,7,6,1840,1308
Catina Matiewe,46859 Calypso Terrace,Surrey,BC,O8K 4B9,Canada,710007,7,6,2641,4641
Darnell Tall,5454 Shopko Lane,Maple Ridge,BC,K6X 3H6,Canada,1475316,8,6,1556,3217
Karol McGeffen,04076 Arapahoe Lane,Kamloops,BC,G1T 3H9,Canada,781272,5,6,140,815
Bee Hollow,8 Schlimgen Alley,Abbotsford,BC,R0L 0L3,Canada,675883,1,3,197,3653
Byron Di Giacomettino,4755 Tony Street,Burnaby,BC,I4V 6I0,Canada,2145734,8,1,796,730
Northrup Yewman,968 Roxbury Junction,Surrey,BC,C1X 3F7,Canada,1755436,3,5,2240,494
Arline Scouse,9 Badeau Trail,Kelowna,BC,S1M 7K0,Canada,2014779,8,1,3066,2642
Inna Mahoney,77705 Veith Avenue,Kelowna,BC,T5C 3S6,Canada,1380747,1,7,1832,851
Priscella Bishop,167 Sunbrook Road,Vernon,BC,J4J 8H1,Canada,1024014,5,8,2823,2921
Elfrieda Loughlan,5185 Brentwood Parkway,Victoria,BC,I9X 5R8,Canada,1613983,4,1,491,3200
Connie Elks,97150 Holmberg Terrace,Nanaimo,BC,T1A 9R9,Canada,1673687,5,1,182,739
Glory Deakan,2 Pierstorff Point,Vancouver,BC,E5C 9N1,Canada,754815,7,6,1401,4176
Aprilette Rosenstock,85603 Corry Drive,Burnaby,BC,Z2L 6E5,Canada,334373,1,0,2001,3610
Selestina Nesbeth,28936 Towne Pass,Maple Ridge,BC,O2D 8B4,Canada,1947465,1,1,259,1581
Babb Hrachovec,77707 Mccormick Park,Vancouver,BC,P0U 2W9,Canada,2965821,0,1,1520,2751
Hermia Cromar,303 Butternut Plaza,Chilliwack,BC,A6D 2A5,Canada,2380617,1,5,2759,1416
Lindsey Tallowin,153 Sloan Lane,Victoria,BC,N6W 7A1,Canada,941174,8,5,2146,4966
Cynthy Armer,908 Rieder Plaza,Langley,BC,H3O 1O5,Canada,906732,4,6,2303,2872
Timothea Flight,269 Lindbergh Parkway,Prince George,BC,Q4G 9U1,Canada,2997475,8,0,755,2880
Lorna Peltz,82538 Hauk Parkway,Kamloops,BC,D4C 2P3,Canada,2121641,4,8,3267,2929
Averill Ventum,802 Bayside Terrace,Coquitlam,BC,O8J 5R9,Canada,1537514,6,8,296,1866
Tremain MacFall,82732 Delladonna Terrace,Kelowna,BC,Z8L 6Z8,Canada,2761545,8,8,101,4942
Agace Janicek,8 Orin Lane,Chilliwack,BC,A1E 8Z6,Canada,1122800,1,0,1721,2354
Glennis Liddyard,83 Bashford Crossing,Maple Ridge,BC,U3N 9C3,Canada,624995,5,5,1551,1465
Jocelyne Ramsden,44477 Clarendon Drive,Victoria,BC,E3F 2I6,Canada,1904662,2,5,433,3705
Percival Arnaudon,64 Johnson Terrace,Vernon,BC,X4E 0W6,Canada,1252014,2,3,169,4772
Jeremiah Iddens,6903 Stoughton Avenue,New Westminster,BC,Y2X 5E5,Canada,3025641,3,0,551,3244
Antonino Greenham,21546 American Ash Parkway,Nanaimo,BC,C6Y 4M8,Canada,250759,5,0,2420,640
Erda McCrainor,4 Surrey Street,Victoria,BC,X9K 4D5,Canada,1392801,8,8,176,3985
Markos Verrill,40124 Corben Parkway,Prince George,BC,A7T 7S8,Canada,1426095,6,0,2399,413
Phil Overshott,9233 Reindahl Circle,Langley,BC,S5U 3Y1,Canada,1223657,3,6,2126,1436
Chris Bartolomeu,9 Monica Street,Surrey,BC,Q7U 0Q7,Canada,3050411,6,4,2225,2664
Merna Tatterton,5547 Eastwood Crossing,Chilliwack,BC,R9Q 2U1,Canada,1384607,1,2,1502,2146
Rickie Crone,0266 Lakewood Gardens Point,Maple Ridge,BC,V9F 7B0,Canada,3116075,1,5,3087,2790
Ailey Featherstone,833 Garrison Parkway,Richmond,BC,I5X 9J4,Canada,812277,5,4,1467,3002
Edmon Knocker,807 Jenifer Junction,Burnaby,BC,U4F 6V6,Canada,1716116,7,0,2790,2653
Yancey Kuhlen,5135 Mccormick Pass,Vancouver,BC,X5Z 0X2,Canada,2087219,5,2,917,4322
Enrika Dalliwater,1 Holmberg Junction,Vancouver,BC,F4P 6T1,Canada,960551,3,0,311,4807
Robinia Bulfield,95068 Roxbury Place,Kamloops,BC,L7Q 0P3,Canada,785498,4,4,3163,2918
Anica Cathel,4816 Heffernan Way,Delta,BC,V7H 6K6,Canada,1841865,8,2,2567,715
Burgess Featherstone,78933 Del Mar Center,Kamloops,BC,M7Z 5Q8,Canada,1445433,0,0,3228,3976
Renato Heindrich,73 Pankratz Place,Delta,BC,X0F 8L8,Canada,3132085,1,2,499,4762
Ardeen Collcott,5591 Veith Trail,Kelowna,BC,Q7R 9C5,Canada,2039691,8,5,3020,1856
Reese Mays,4 Packers Center,Prince George,BC,K1B 2T4,Canada,431881,7,8,1231,3992
Katlin Geertz,1 Moland Court,Chilliwack,BC,O2Y 4V5,Canada,2695864,5,5,2042,2804
Meara McIlroy,3736 6th Road,Victoria,BC,S9S 1V5,Canada,1045647,3,4,2332,3093
Melli Mourge,03479 Packers Drive,Delta,BC,K3E 1X6,Canada,382522,3,8,1104,1992
Clyve Shah,95641 Stephen Road,Abbotsford,BC,W5T 9Z4,Canada,2988973,0,7,965,4975
Salem McLaine,28 Thackeray Park,Maple Ridge,BC,Q1P 5H1,Canada,1650032,4,5,2611,3179
Faythe Standring,323 Graceland Trail,Nanaimo,BC,A5G 5K0,Canada,2370571,0,3,3300,884
Lennie Flaxman,9 Nelson Court,Delta,BC,J1J 9C7,Canada,2244618,5,6,2285,1155
Erma Neilson,73005 Oxford Park,Burnaby,BC,H9M 6B3,Canada,925982,3,0,3372,4796
Bernhard Lanphier,39 Grayhawk Alley,Victoria,BC,D5H 7Z7,Canada,2267135,1,0,791,3077
Allayne Sallowaye,949 Erie Hill,Richmond,BC,K5R 1L0,Canada,2103299,2,6,1369,359
Eartha Ketteridge,1512 Hintze Way,Vernon,BC,O5Z 4L5,Canada,684253,3,1,2707,2588
Jabez Picopp,91558 Everett Point,Nanaimo,BC,D7J 3O9,Canada,753030,3,4,1735,811
Maiga Rosewarne,56 Sloan Lane,Burnaby,BC,T0W 6W0,Canada,1125247,2,3,2522,1559
Hilarius Westnage,8 Sunnyside Parkway,Victoria,BC,C1S 6G8,Canada,3143769,3,7,1325,4425
Corinne Seeds,5 Schmedeman Park,Vernon,BC,F0K 2X7,Canada,1618432,8,3,2801,4892
Hamilton Bold,3 Grayhawk Trail,Delta,BC,E6G 7K8,Canada,214730,4,8,1606,2727
Jacquenette Tarren,14165 Anhalt Place,Richmond,BC,B4X 6N5,Canada,2472190,2,7,1316,2297
Ethe Kunkel,0 Myrtle Road,Vancouver,BC,C6S 4L8,Canada,589020,7,5,434,1893
Carlos Bentke,91 Hintze Crossing,Richmond,BC,R3E 2M3,Canada,1115129,6,8,1514,1028
Oralle Sneezum,3926 Sugar Hill,Prince George,BC,E6J 8B8,Canada,273257,8,1,3399,3782
Friederike Larmor,9380 La Follette Street,Victoria,BC,M7N 3O9,Canada,1766864,7,4,60,3980
