name,address,listing_price,num_of_bathroom,num_of_bedroom,num_of_view,size
Mile Reinmar,2541 Jenna Center,650214,3,4,1051,3186
Freeman Gniewosz,6637 Fairview Trail,835423,8,6,1706,1529
Stacy Chartres,745 Knutson Pass,1581680,7,1,21,4688
Eartha Hurdle,5799 Troy Road,258284,1,8,3128,4398
Hayward Kilfedder,94196 Huxley Plaza,709000,6,4,2480,2401
Simonne Livard,39181 Sauthoff Crossing,555309,1,7,688,3571
Nydia Durkin,04 Carberry Center,2525641,5,6,1607,1445
Ichabod Wooffitt,53938 Bluejay Pass,1901771,7,5,120,1426
Florence Stafford,70 Roth Point,1442878,6,0,3119,1062
Merell Daftor,3420 Commercial Plaza,2408015,3,5,839,721
Loni Shire,33639 Garrison Alley,1974489,1,2,2085,2277
Brendin Schusterl,334 Katie Street,2192091,7,1,1156,822
Mitch Litchfield,635 Reindahl Crossing,2637515,3,6,2649,3835
Tobit Spoward,0664 Merrick Street,2285049,7,3,2330,2858
Andrea Orteu,94807 Harper Park,1519902,1,7,381,624
Elianore Degg,9548 Arkansas Point,827437,5,8,647,1947
Lincoln Vossing,6208 Veith Place,640815,7,4,0,620
Sergei Minillo,132 Di Loreto Drive,2933331,4,5,2809,1332
Thorpe Feathersby,96 Stoughton Circle,2535818,5,1,3289,3824
Cecelia Lobe,4 Farmco Junction,2170129,3,4,1454,2413
Joel Mac,6696 Summer Ridge Road,719916,1,1,696,4249
Dallas Lomb,562 Brown Parkway,418197,8,1,1377,998
Ranna Dittson,7 Melody Point,2617101,5,7,3206,848
Ninon Guiu,56 Summer Ridge Hill,1690928,5,6,848,3438
Nickola Mattschas,78 Fulton Crossing,927371,6,7,87,2855
Cecilius Padillo,8 Arkansas Pass,3038462,8,4,383,1762
Lainey Caen,9 David Park,1946230,5,3,722,3509
Roarke Harflete,23 Spaight Point,2561004,1,4,1766,1241
Talbot Devonshire,02 Aberg Way,2990843,6,6,953,2263
Tatiana Valsler,08247 Saint Paul Terrace,3104875,6,8,3065,2278
Tiffi Whitaker,91335 Katie Junction,3177090,7,4,1663,2394
Dayle Prescot,25 Fulton Pass,1524225,3,0,1384,3300
Neille Heighton,0 Judy Way,2659643,8,4,1509,2766
Kevon Kacheler,1515 Jay Parkway,629862,5,4,1113,4467
Peirce Weekland,1954 Susan Point,957989,4,2,2448,2826
Eddi Gerry,60482 Vera Crossing,881081,6,3,945,2933
Concordia Lethebridge,0168 Autumn Leaf Trail,560421,6,0,1427,2774
Deanne Gudger,41236 Buhler Pass,436125,2,5,2444,885
Ddene Bedbrough,768 Stoughton Lane,1163185,2,0,1295,1633
Trefor Porter,60 Spaight Center,1440644,5,8,1484,4603
Franny Coalbran,135 Eggendart Pass,2938616,1,4,1446,3043
Kerstin Bedell,040 1st Parkway,2781327,3,0,1449,2001
Vittoria Yakovitch,2979 Bashford Park,2704712,1,7,1512,2971
Myrle Fogel,9 Knutson Hill,1254151,8,4,230,2097
Ingeborg Gockelen,3270 Boyd Point,1430028,7,4,2591,1519
Sawyere Garred,27 Del Sol Trail,2716916,1,1,2919,2846
Wayland Blevin,33048 La Follette Terrace,260880,6,5,1630,2789
Mose Handrahan,1164 Maple Parkway,2650213,0,2,1347,4011
Rina Milligan,469 7th Junction,2092521,6,3,1515,1838
Helga Cops,88 Mendota Pass,2136958,1,1,1255,4287
Dody Hearn,808 Cody Court,1318724,3,3,2126,1006
Sarene Glasper,37373 Evergreen Circle,2194591,2,8,2956,4764
Theodora Le Franc,8 Quincy Avenue,2821285,5,8,381,1291
Renie Willgoss,54131 Columbus Hill,2873899,4,7,2635,2541
Alon Dank,8 Bowman Road,264848,1,7,342,3211
Pattie Dudin,1 Annamark Pass,2975831,2,0,945,1193
Aylmer Marvell,94 Buhler Street,2520672,5,2,2803,2099
Annemarie Mingus,45 Starling Alley,424169,2,5,2316,2747
George Dwyer,2080 Lakewood Drive,2367454,8,7,3395,2624
Vanya Pinckstone,8025 Mallory Plaza,1846177,1,4,513,1615
Analise Nardoni,585 Declaration Alley,857778,8,5,1972,2153
Francklyn Wrotham,422 Sullivan Parkway,422468,1,2,943,1214
Ronna Bettam,1358 Fisk Way,2683083,2,2,1449,2934
Rafi Tolchard,4214 Porter Avenue,2091183,2,1,2327,3037
Eddy Lincey,5 Southridge Court,1056308,5,3,1531,4768
Sharline Lawrinson,26237 Buell Place,1648384,1,2,106,3086
Roby Scotchmur,4985 Magdeline Way,2446627,1,7,520,1324
Dev Harlock,40853 Fieldstone Hill,2127419,2,1,3100,1657
Alfonso Keniwell,435 International Terrace,656359,5,4,1315,2023
Ainslee Lamberti,32945 International Pass,1940827,0,6,2804,3474
Clem Corbould,97 Mosinee Avenue,519710,3,7,2578,4720
Velma Beaconsall,43566 Heath Center,2784302,5,3,319,4107
Bree Clack,36 Corry Road,1869417,1,1,2783,4716
Leanna Bampkin,5577 Magdeline Alley,936414,5,7,2946,4893
Gweneth Sambells,788 Coolidge Way,2275671,0,2,1181,4603
Freddy Cadle,7 Merrick Center,1446887,5,8,369,1190
Milzie Mellish,08 Debs Crossing,579259,6,6,2423,4224
Samaria O'Caine,89230 Packers Crossing,2284626,2,1,2221,2568
Rosette Shilling,05271 Columbus Circle,3057791,8,3,3162,898
Brigitte Landor,921 Duke Terrace,2022039,5,6,1431,1193
Cullen Breakwell,61 Bunker Hill Road,628042,2,8,1118,3571
Granthem Gladwell,35123 Raven Park,781239,6,1,1902,4965
Godwin Bradick,0 Dottie Circle,612400,7,2,1899,413
Barr Labin,18284 Buhler Park,585139,3,5,440,3570
Amalee Jozwiak,3 Arrowood Parkway,2924090,6,6,675,4222
Lucian Goburn,5 Farragut Pass,2081274,5,1,787,4584
Heinrick Girodier,2128 Columbus Trail,565972,0,7,282,1832
Candra Donnan,7823 Canary Pass,1973877,0,3,1404,522
Ramonda Scotchbrook,653 Dovetail Park,3134521,4,3,1200,821
Rahal Goodlud,49869 Texas Junction,2676085,1,4,2273,2307
Tim Juggins,8324 Scoville Parkway,1647372,7,3,2311,4309
Kylie Cohrs,73331 Merchant Plaza,2968572,1,8,101,2341
Marigold Sergant,299 Coleman Circle,465735,3,8,747,894
Patten Espine,167 4th Point,363458,7,5,2788,2750
Dix Iacobetto,97 Vernon Pass,809177,1,5,2901,3552
Lanie Runciman,7 Delladonna Center,466230,1,3,2443,4677
Ema Assandri,630 Logan Pass,1466262,8,5,974,2891
Kriste Grishakin,0 Sachs Avenue,1566071,1,2,589,3597
Gillian Gethen,2 Badeau Court,808825,3,3,1392,1925
Natalya Leivers,42 Schlimgen Road,2255094,6,2,601,2108
Ron Bridgman,795 Bashford Pass,2225578,7,0,292,3767
Marina Redmain,743 Atwood Terrace,2734420,6,5,3143,3631
Maurie Godfery,7603 Bashford Junction,674792,7,2,2489,3225
Daveen Fiorentino,04090 Coleman Park,3185961,7,8,1136,2630
Benjie McCrisken,39963 Corry Way,2260475,5,3,2611,4785
Saundra Whitehead,8135 Cherokee Place,1202947,3,6,2792,3169
Albina Olanda,404 Canary Place,2326203,6,4,1282,2437
Orton Worsom,12 Hanover Road,323471,1,3,2664,3663
Elka Clinkard,5 Scoville Plaza,3056977,7,5,1140,2333
Jemmie Rilton,439 Division Plaza,1311467,6,8,2579,445
Elga Ahrens,30681 Meadow Valley Court,1833797,0,5,589,2757
Mack Aurelius,4021 Sugar Road,297527,7,2,1311,2712
Emanuel Patrick,2293 Hagan Pass,3174717,1,4,459,1213
Ricki Hindenberger,3250 Weeping Birch Parkway,2560219,1,2,3374,1736
Patience Orpen,50663 Declaration Trail,516826,3,5,2478,3355
Daria Menloe,93970 Paget Court,958635,5,3,349,3618
Raimondo Starrs,1 Sutherland Plaza,2543727,2,5,276,701
Josiah Boscott,95500 Schiller Avenue,2208184,0,0,197,2412
Sven Hayfield,32 Roxbury Place,1533576,4,4,1786,4829
Pepi Stirgess,202 Hallows Junction,1139426,4,0,1610,1763
Beryle Biskup,16858 Michigan Pass,1687390,8,4,1279,4510
Nathalia Brandone,078 Del Sol Junction,1537801,8,5,1293,3208
Dani Bunny,947 Walton Point,2230630,6,0,1212,2175
Gwenny Rodliff,931 Claremont Circle,1788426,7,5,3242,719
Lynea de Nore,05970 American Street,1547422,0,5,1243,3530
Tammie Coogan,82 Bayside Way,766020,1,2,1909,1383
Yevette Vittle,239 Union Hill,3033564,0,2,772,2599
Omero Elverston,911 Ramsey Alley,1971934,5,3,611,503
Sibeal Heaffey,34 Hooker Court,1843620,5,2,985,3176
Horatia Mably,011 Golf Course Crossing,2014776,4,3,664,3712
Stanford Dannell,1551 Village Green Avenue,2433319,3,6,2066,625
Lona Merredy,8 Hayes Center,2007014,6,0,2639,4580
Sallee Sheeran,733 Memorial Junction,1727133,2,2,1361,2464
Nerta Spurnier,36402 Bellgrove Center,877656,0,2,3397,667
Upton D'Aulby,16 Ramsey Court,1339884,4,1,2101,2182
Connor Randalson,3606 Bonner Pass,394835,3,0,3315,4096
Micheline Brou,00 Twin Pines Street,1512968,5,1,3372,3867
Kerrin Lound,74732 Sundown Park,266286,5,4,1212,653
Linzy Isson,89829 Troy Way,1621833,7,4,567,2670
Maurits Halse,619 Eggendart Way,3102651,5,8,1207,4267
Gordan Longhorn,25 High Crossing Park,969655,5,5,1984,4179
Abdul Bouzan,249 Spohn Junction,2966868,3,5,3023,2288
Saw Lendon,8157 Warner Center,259878,0,2,579,3007
Gaylord Yakubowicz,0616 Jenifer Place,677917,1,4,234,3107
Amity Proughten,8310 Butternut Hill,1502190,6,2,2289,565
Enriqueta Dunlea,171 Autumn Leaf Way,641458,7,2,2264,4379
Alva Nisbith,91813 Jay Pass,1468824,3,5,936,1367
Johan Brecknall,97 Porter Lane,1116819,8,5,2810,4747
Jaynell Mattocks,6410 Darwin Avenue,3156908,6,2,2985,1621
Martguerita Labb,317 Sloan Way,1093159,4,6,738,1308
Phebe Harkes,471 Talisman Lane,2358446,6,0,2500,2392
Egbert Reside,25359 Cordelia Lane,2945837,2,4,1858,1611
Fraser Kleinhandler,607 Lakewood Street,440963,7,0,779,819
Jinny Ainscow,30 Pine View Plaza,2414394,2,7,383,2639
Udall Lanigan,50036 Springs Junction,216905,7,7,1307,2531
Elroy Jauncey,74293 Maryland Crossing,1191830,7,3,171,3477
Libbi Letixier,22 Schiller Parkway,1676811,6,6,1150,4195
