name,address,listing_price,num_of_bathroom,num_of_bedroom,num_of_view,size
Francklin Colleer,52267 Prairieview Point,2539386,6,3,1796,1297
Bibby Kerwen,1265 Becker Street,1596918,4,1,889,2632
Lorraine Cohn,638 Brentwood Terrace,4658526,7,3,4439,2432
Ina Legendre,16455 Bluejay Circle,4211545,1,7,2109,81
Devin Godfree,73275 Birchwood Park,3224833,7,3,4008,3180
Melba Glidden,5700 Daystar Drive,1154904,0,7,2521,2810
Rik Garrity,4524 Golf Court,3979922,3,6,2077,712
Dulcinea Nellis,5936 Tennessee Hill,2632358,2,8,53,3119
Christy Wellington,34 Golf Way,3980075,7,3,2606,3035
Axe Jewes,092 Sutteridge Pass,751692,6,2,2088,2541
Myrtie Clynmans,94 Canary Court,1772473,5,4,3650,2761
Shari Clackers,27 Anniversary Road,1288380,3,7,616,3423
Nellie Aronowicz,21468 Acker Point,3185971,7,2,2674,1337
Meredith Quodling,55 Hovde Park,3459323,2,4,2537,1052
Krysta Oran,0808 Sunfield Way,517924,2,0,208,1985
Britteny Curedell,9395 Weeping Birch Court,2734583,1,7,3201,527
Karlee Connue,94 Heffernan Park,1133143,2,7,3176,1028
Shurlocke Halfhyde,6 South Place,2210141,2,2,1804,1368
Yetta Collinwood,613 Logan Center,3627776,6,0,3301,2809
Hattie Routh,3067 Veith Crossing,1539923,6,5,3873,351
Doroteya Iacomelli,5341 Anniversary Crossing,4466209,8,5,349,689
Ardys Farrand,41 Mcbride Hill,3941335,7,2,893,1206
Roseanna Iorizzi,65 Daystar Place,3313193,1,4,2403,3384
Lindsey Belmont,07489 Harbort Trail,4908593,0,0,1148,796
Wittie Carcass,00 Linden Circle,3948792,8,7,4564,176
Jaquelyn Bumby,21 New Castle Drive,1521839,4,3,44,1776
Keefer Moreinu,8665 Morrow Circle,869067,7,6,3713,2178
Paco Briztman,86674 Harbort Point,1020998,3,3,774,2749
Devin Hellyer,444 Eagan Pass,3290853,0,6,3833,448
Anastassia Patrono,6 Merry Point,1059814,3,8,2018,2974
Dorri Fakeley,0 Ryan Junction,2465711,8,7,5024,3358
Dorian Ianilli,18100 Kim Avenue,2615645,3,8,2046,2591
Freddy Vosse,70 Esch Pass,1452170,3,0,4318,473
Tobi Davidman,8971 Boyd Way,3461227,6,7,1846,534
Ferrel Esson,4 Reindahl Lane,1512631,5,3,394,1598
Annis Zealy,49 Meadow Vale Place,1456486,2,1,349,973
Rhiamon Ferschke,09 Truax Center,4264950,4,8,4984,1624
Eustace Mc Ilwrick,84 Anniversary Parkway,696298,8,4,2216,2468
Cloe Blackborn,3649 Stuart Terrace,4603196,0,3,5263,866
Sydney Duxbury,9 Surrey Court,1729712,0,6,2771,1578
Sigrid Ballin,36697 Hazelcrest Pass,300351,4,7,542,1866
Tiffi Garwell,7 Bayside Pass,713264,4,5,3600,2832
Marchall di Rocca,6 Maywood Avenue,4217808,4,8,1695,2972
Emmanuel Duetsche,0363 Blackbird Court,4719599,2,3,3649,651
Guenna Thorrington,72875 Hooker Street,2537611,8,2,4491,2911
Archy Corkan,187 Dennis Center,1962444,7,0,4781,1725
Anita Sanzio,66 Crescent Oaks Junction,3168797,0,4,754,1513
Guillermo Deuss,74468 Eastlawn Court,2750094,2,3,4165,825
Mathias Towse,6583 Kennedy Terrace,1687696,1,5,406,862
Monah Dudny,7 Sheridan Lane,2075240,1,4,3010,1070
Jorgan Tolliday,9881 Lawn Drive,4965326,3,1,2785,2245
Maridel MacTurlough,302 Jay Circle,3555675,5,3,3292,2066
Veriee Purviss,9 Sunfield Parkway,4829176,2,0,5420,853
Rikki Lakenton,08 Anniversary Court,750362,2,6,4832,3226
Catlaina Figiovanni,41 Sunnyside Junction,4421877,0,4,3220,3228
Lizabeth Lakin,5023 Commercial Point,3736657,7,1,1276,2727
Addi Wroth,1 Nelson Parkway,4761011,8,1,191,3021
Chloette Lathleiffure,5962 Melrose Crossing,4548892,6,2,4712,3007
Amabelle Gallemore,7596 School Circle,1300794,0,5,531,2918
Maggi Mitchely,5 Esch Road,472972,1,8,2301,2073
Reggy Bissiker,69365 Chive Plaza,3426905,1,1,3450,1241
Tabbie Frensch,53589 Duke Trail,2261357,5,3,2638,3456
Dannel Spencelayh,8664 Northview Point,1810211,2,8,564,1037
Charin Wolfarth,169 Valley Edge Parkway,582792,2,3,3890,1970
Mavra McGeown,84 Cardinal Drive,430048,8,3,1930,1906
Xena Nanelli,58 Mendota Hill,3137844,4,2,966,1328
Remy Keary,92646 Kim Plaza,933360,5,7,726,860
Marget Grovier,4648 Sunfield Crossing,4947463,5,0,3641,1407
Matthus Louder,29533 Pennsylvania Circle,376895,8,7,2100,2270
Wendall Mathiasen,1813 Longview Point,890102,4,7,4162,2976
Dyann Garr,63 Main Crossing,665871,3,0,4728,1435
Merissa Proudley,20 Mallard Junction,1851812,3,7,3331,385
Zerk Tidder,348 Browning Parkway,328639,4,7,5371,1157
Zack Point,43250 Hollow Ridge Street,2771342,5,4,2782,1757
Candide Reynish,154 Eggendart Avenue,1583416,0,5,3259,2391
Merrily Cheel,367 Iowa Trail,1851718,6,5,1718,1976
Vanna Moreman,3 7th Center,1501067,2,5,3150,800
Garvy Haysar,3987 Merry Plaza,4605480,6,8,1122,2201
Hildagarde Sings,7 Roth Way,1986317,8,0,5152,2295
Babette Filippi,6250 Mayer Place,3060172,7,4,1615,1325
Carlin Pettegree,9 Mcbride Crossing,4194457,2,0,142,107
Mariel Caslake,67424 Swallow Place,4153239,7,4,1239,1985
Seymour Dumingo,22 Pond Junction,941184,0,6,1085,2746
Harwilll Hammerson,76894 Autumn Leaf Pass,666362,3,1,2959,2387
Milicent Triggel,91945 Golden Leaf Parkway,2296207,6,2,4315,1612
Marya Bowcock,12 Judy Parkway,1313998,1,1,4916,1539
Far Bagnall,19 Beilfuss Junction,3274794,6,5,1633,3301
Roy Clementi,89 3rd Circle,3776322,5,2,3718,1694
Ines Smiths,22436 Burrows Pass,331126,4,1,4796,1697
Heather Oxenham,53 Portage Terrace,4718579,4,8,24,377
Glenn Dunley,6068 Moose Court,2948108,3,2,4604,3021
Debbi Ricard,474 North Road,3154151,5,8,125,1788
Elysee Labb,28 Sundown Parkway,2884250,0,0,2480,168
Daisy Matousek,9813 Nova Plaza,737944,4,0,128,298
Doy Lindeberg,8910 Florence Court,4349894,1,2,2958,1050
Benedicta Hempshall,26919 Becker Circle,500481,1,8,4311,1720
Dolli Poulsum,6868 Hayes Point,812964,6,7,3244,1606
Nancy Felstead,2121 Vahlen Parkway,656071,7,1,3869,343
Claretta Urey,2 Kings Lane,1561051,0,7,861,1741
Stephenie Morshead,93364 Dexter Court,2961536,3,3,4536,2009
Eugenia Back,913 Scoville Parkway,251920,2,0,594,1159
Conney Littrick,713 Dahle Crossing,4029647,4,2,1528,1302
Anstice Jindrak,68696 Hollow Ridge Way,4109855,7,8,3325,1098
Colet Brugmann,2817 Anzinger Crossing,2234828,6,0,425,3276
Marni McCloid,74997 Sycamore Center,2780803,4,8,3377,2362
Teodora Medhurst,9 Declaration Center,1617942,1,8,5401,2140
Gregoire Domke,17242 Butternut Terrace,856146,2,8,5060,680
Laina Nesey,5811 Hoepker Avenue,2665480,7,5,1568,2570
Rachel Soonhouse,1 Dorton Crossing,1414863,5,7,4489,2592
Ardith Weildish,59 Center Way,3117560,2,1,1443,3029
Clemmie Thaine,4 Logan Crossing,1111647,6,5,2072,1166
Tina Battabee,4 Milwaukee Way,4931661,0,7,384,619
Brandy Halbard,36706 Tony Road,4080035,7,1,3771,671
Aigneis Goring,02 Blaine Park,372271,8,6,2775,2981
Barnard Couling,49 Loomis Street,1952873,5,1,1421,665
Viva Boothe,4 Gateway Lane,853714,7,0,3361,1065
Evangeline Cornock,25 Linden Place,4963713,6,4,1229,2498
Orion Latter,9 Carberry Terrace,687242,8,6,3948,2444
Cassie Giraudeau,0 Stoughton Drive,2242639,2,5,4918,743
Agata Guisot,91 Lotheville Parkway,4905738,4,7,4653,3421
Jennette Borland,05 Dovetail Terrace,1036974,1,8,5425,2308
Dulcy Rozenzweig,22099 John Wall Road,4702202,4,4,5397,236
Cecily Giberd,736 Esker Drive,3783076,4,4,1654,1093
Terrijo Kempton,5877 Hanson Point,380003,5,2,1080,1865
Homere Middell,27 Saint Paul Park,1379700,1,5,2111,753
Bevon Gimbrett,90 Eggendart Place,2964542,8,8,4285,2966
Alexa Ollerhad,6509 Fordem Pass,4563207,8,8,4015,3087
Raymund Licquorish,72329 Loftsgordon Plaza,2068592,0,6,503,1596
Omero Swindley,15215 Manley Plaza,451246,3,0,5418,2745
Barty McClinton,33 Vernon Place,2010348,1,7,5391,2772
Katey Klimek,6 Luster Avenue,1129477,3,2,192,1672
Concettina Wellan,93 Forest Terrace,794559,1,8,444,1290
Emma Abade,1 Hauk Hill,3941566,2,0,5142,37
Lorry Matthessen,9325 Kingsford Plaza,2116416,8,1,993,700
Gussi MacDiarmond,815 Lotheville Drive,3343646,4,8,2175,759
Alexia Vanini,5 Granby Junction,2582011,4,3,2707,1145
Denis Skingley,738 Twin Pines Lane,2101672,4,6,798,1732
Yelena Birkmyre,062 Norway Maple Center,4478693,0,3,4589,1593
Angelina Migheli,2787 Oak Court,1536636,7,1,1389,25
Adda Coxon,480 Farmco Park,747428,5,7,3922,802
Livia Tetley,9 Longview Alley,4044681,2,3,2118,3401
Rosemaria Pavey,3867 Merrick Park,4098519,4,5,4287,2941
Aubert Lamberth,1561 Dawn Parkway,4848105,4,8,2511,199
Conroy Disbury,72 Mandrake Point,3201074,3,6,2630,927
Mark Casemore,9 Shasta Plaza,2937547,0,0,599,2059
Balduin McKeown,298 Cody Place,1821478,6,3,2558,376
Jone Glandon,2551 Moland Circle,395985,2,6,1557,2590
Lindsey Dumbelton,86 Rieder Trail,1564968,4,4,1942,307
Drona Kubat,8515 Kingsford Way,3613396,4,2,598,2395
Savina Joysey,899 Daystar Terrace,2337789,2,8,5053,2043
Lyda Bernon,01 East Court,2120986,2,4,4488,378
Cissy Bracken,3 Northport Crossing,2340881,8,6,319,2091
Chere Ison,42 Forest Dale Parkway,844742,0,7,1637,2415
Vonny Szymanowicz,3249 Kedzie Plaza,1971732,8,0,2781,3345
Dorelia Nealon,3 Carberry Way,3015175,0,2,739,2319
Constance Young,646 Melby Pass,4597246,5,4,4325,1670
Barclay Smylie,79375 Farragut Place,4925503,3,4,1531,432
Quillan Coley,12 Eliot Terrace,3702706,2,4,304,1403
Maynard Ell,093 Kingsford Crossing,3284171,7,7,5375,3477
Steffie Dowbekin,9195 Drewry Road,1991670,7,0,3371,757
Noll Treadger,93260 Corben Crossing,3677514,2,4,705,3089
Osborne Bertrand,4922 Algoma Point,1188393,7,0,1571,510
Bettye Leavey,82378 1st Point,3693399,2,4,1674,650
Judie Gillise,20 Packers Court,2750156,8,4,1856,981
Rooney Kilmartin,40 Morrow Place,3762291,6,5,1005,1033
